meterNumber,meterType,meterModel,meterSerialNumber,meterOwner,capacity,volt,category,phase,meterDigit,region,vendorName,cartonID,meterSequence,defaultUnit,manufacturerName,accuracy,prepaidMeterType,destinationStore,storeAddress,storeManagerName,storeManagerContact,meterSeries
727861953,,VIOIFOWE36338,4.40E+15,Elvic,27002,415V,Non-MD,1-Phase,26960,,Elvic,GIFWOEFO3893519,12,30,TOES,26955,Smart meter,GGC,Maskat town,Rom,27034,24970 - 5
727861954,,VIOIFOWE36339,4.40E+15,Elvic,27003,415V,Non-MD,1-Phase,26961,,Elvic,GIFWOEFO3893519,12,30,TOES,26956,Smart meter,GGC,Maskat town,Rom,27035,24971 - 5
727861955,,VIOIFOWE36340,4.40E+15,Elvic,27004,415V,Non-MD,1-Phase,26962,,Elvic,GIFWOEFO3893519,12,30,TOES,26957,Smart meter,GGC,Maskat town,Rom,27036,24972 - 5
727861956,,VIOIFOWE36341,4.40E+15,Elvic,27005,415V,Non-MD,1-Phase,26963,,Elvic,GIFWOEFO3893519,12,30,TOES,26958,Smart meter,GGC,Maskat town,Rom,27037,24973 - 5
727861957,,VIOIFOWE36342,4.40E+15,Elvic,27006,415V,Non-MD,1-Phase,26964,,Elvic,GIFWOEFO3893519,12,30,TOES,26959,Smart meter,GGC,Maskat town,Rom,27038,24974 - 5
727861958,,VIOIFOWE36343,4.40E+15,Elvic,27007,415V,Non-MD,1-Phase,26965,,Elvic,GIFWOEFO3893519,12,30,TOES,26960,Smart meter,GGC,Maskat town,Rom,27039,24975 - 5
727861959,,VIOIFOWE36344,4.40E+15,Elvic,27008,415V,Non-MD,1-Phase,26966,,Elvic,GIFWOEFO3893519,12,30,TOES,26961,Smart meter,GGC,Maskat town,Rom,27040,24976 - 5
727861960,,VIOIFOWE36345,4.40E+15,Elvic,27009,415V,Non-MD,1-Phase,26967,,Elvic,GIFWOEFO3893519,12,30,TOES,26962,Smart meter,GGC,Maskat town,Rom,27041,24977 - 5
727861961,,VIOIFOWE36346,4.40E+15,Elvic,27010,415V,Non-MD,1-Phase,26968,,Elvic,GIFWOEFO3893519,12,30,TOES,26963,Smart meter,GGC,Maskat town,Rom,27042,24978 - 5
727861962,,VIOIFOWE36347,4.40E+15,Elvic,27011,415V,Non-MD,1-Phase,26969,,Elvic,GIFWOEFO3893519,12,30,TOES,26964,Smart meter,GGC,Maskat town,Rom,27043,24979 - 5
727861963,,VIOIFOWE36348,4.40E+15,Elvic,27012,415V,Non-MD,1-Phase,26970,,Elvic,GIFWOEFO3893519,12,30,TOES,26965,Smart meter,GGC,Maskat town,Rom,27044,24980 - 5
727861964,,VIOIFOWE36349,4.40E+15,Elvic,27013,415V,Non-MD,1-Phase,26971,,Elvic,GIFWOEFO3893519,12,30,TOES,26966,Smart meter,GGC,Maskat town,Rom,27045,24981 - 5
727861965,,VIOIFOWE36350,4.40E+15,Elvic,27014,415V,Non-MD,1-Phase,26972,,Elvic,GIFWOEFO3893519,12,30,TOES,26967,Smart meter,GGC,Maskat town,Rom,27046,24982 - 5
727861966,,VIOIFOWE36351,4.40E+15,Elvic,27015,415V,Non-MD,1-Phase,26973,,Elvic,GIFWOEFO3893519,12,30,TOES,26968,Smart meter,GGC,Maskat town,Rom,27047,24983 - 5
727861967,,VIOIFOWE36352,4.40E+15,Elvic,27016,415V,Non-MD,1-Phase,26974,,Elvic,GIFWOEFO3893519,12,30,TOES,26969,Smart meter,GGC,Maskat town,Rom,27048,24984 - 5
727861968,,VIOIFOWE36353,4.40E+15,Elvic,27017,415V,Non-MD,1-Phase,26975,,Elvic,GIFWOEFO3893519,12,30,TOES,26970,Smart meter,GGC,Maskat town,Rom,27049,24985 - 5
727861969,,VIOIFOWE36354,4.40E+15,Elvic,27018,415V,Non-MD,1-Phase,26976,,Elvic,GIFWOEFO3893519,12,30,TOES,26971,Smart meter,GGC,Maskat town,Rom,27050,24986 - 5
727861970,,VIOIFOWE36355,4.40E+15,Elvic,27019,415V,Non-MD,1-Phase,26977,,Elvic,GIFWOEFO3893519,12,30,TOES,26972,Smart meter,GGC,Maskat town,Rom,27051,24987 - 5
727861971,,VIOIFOWE36356,4.40E+15,Elvic,27020,415V,Non-MD,1-Phase,26978,,Elvic,GIFWOEFO3893519,12,30,TOES,26973,Smart meter,GGC,Maskat town,Rom,27052,24988 - 5
727861972,,VIOIFOWE36357,4.40E+15,Elvic,27021,415V,Non-MD,1-Phase,26979,,Elvic,GIFWOEFO3893519,12,30,TOES,26974,Smart meter,GGC,Maskat town,Rom,27053,24989 - 5
727861973,,VIOIFOWE36358,4.40E+15,Elvic,27022,415V,Non-MD,1-Phase,26980,,Elvic,GIFWOEFO3893519,12,30,TOES,26975,Smart meter,GGC,Maskat town,Rom,27054,24990 - 5
727861974,,VIOIFOWE36359,4.40E+15,Elvic,27023,415V,Non-MD,1-Phase,26981,,Elvic,GIFWOEFO3893519,12,30,TOES,26976,Smart meter,GGC,Maskat town,Rom,27055,24991 - 5
727861975,,VIOIFOWE36360,4.40E+15,Elvic,27024,415V,Non-MD,1-Phase,26982,,Elvic,GIFWOEFO3893519,12,30,TOES,26977,Smart meter,GGC,Maskat town,Rom,27056,24992 - 5
727861976,,VIOIFOWE36361,4.40E+15,Elvic,27025,415V,Non-MD,1-Phase,26983,,Elvic,GIFWOEFO3893519,12,30,TOES,26978,Smart meter,GGC,Maskat town,Rom,27057,24993 - 5
727861977,,VIOIFOWE36362,4.40E+15,Elvic,27026,415V,Non-MD,1-Phase,26984,,Elvic,GIFWOEFO3893519,12,30,TOES,26979,Smart meter,GGC,Maskat town,Rom,27058,24994 - 5
727861978,,VIOIFOWE36363,4.40E+15,Elvic,27027,415V,Non-MD,1-Phase,26985,,Elvic,GIFWOEFO3893519,12,30,TOES,26980,Smart meter,GGC,Maskat town,Rom,27059,24995 - 5
727861979,,VIOIFOWE36364,4.40E+15,Elvic,27028,415V,Non-MD,1-Phase,26986,,Elvic,GIFWOEFO3893519,12,30,TOES,26981,Smart meter,GGC,Maskat town,Rom,27060,24996 - 5
727861980,,VIOIFOWE36365,4.40E+15,Elvic,27029,415V,Non-MD,1-Phase,26987,,Elvic,GIFWOEFO3893519,12,30,TOES,26982,Smart meter,GGC,Maskat town,Rom,27061,24997 - 5
727861981,,VIOIFOWE36366,4.40E+15,Elvic,27030,415V,Non-MD,1-Phase,26988,,Elvic,GIFWOEFO3893519,12,30,TOES,26983,Smart meter,GGC,Maskat town,Rom,27062,24998 - 5
727861982,,VIOIFOWE36367,4.40E+15,Elvic,27031,415V,Non-MD,1-Phase,26989,,Elvic,GIFWOEFO3893519,12,30,TOES,26984,Smart meter,GGC,Maskat town,Rom,27063,24999 - 5
727861983,,VIOIFOWE36368,4.40E+15,Elvic,27032,415V,Non-MD,1-Phase,26990,,Elvic,GIFWOEFO3893519,12,30,TOES,26985,Smart meter,GGC,Maskat town,Rom,27064,25000 - 5
727861984,,VIOIFOWE36369,4.40E+15,Elvic,27033,415V,Non-MD,1-Phase,26991,,Elvic,GIFWOEFO3893519,12,30,TOES,26986,Smart meter,GGC,Maskat town,Rom,27065,25001 - 5
727861985,,VIOIFOWE36370,4.40E+15,Elvic,27034,415V,Non-MD,1-Phase,26992,,Elvic,GIFWOEFO3893519,12,30,TOES,26987,Smart meter,GGC,Maskat town,Rom,27066,25002 - 5
727861986,,VIOIFOWE36371,4.40E+15,Elvic,27035,415V,Non-MD,1-Phase,26993,,Elvic,GIFWOEFO3893519,12,30,TOES,26988,Smart meter,GGC,Maskat town,Rom,27067,25003 - 5
727861987,,VIOIFOWE36372,4.40E+15,Elvic,27036,415V,Non-MD,1-Phase,26994,,Elvic,GIFWOEFO3893519,12,30,TOES,26989,Smart meter,GGC,Maskat town,Rom,27068,25004 - 5
727861988,,VIOIFOWE36373,4.40E+15,Elvic,27037,415V,Non-MD,1-Phase,26995,,Elvic,GIFWOEFO3893519,12,30,TOES,26990,Smart meter,GGC,Maskat town,Rom,27069,25005 - 5
727861989,,VIOIFOWE36374,4.40E+15,Elvic,27038,415V,Non-MD,1-Phase,26996,,Elvic,GIFWOEFO3893519,12,30,TOES,26991,Smart meter,GGC,Maskat town,Rom,27070,25006 - 5
727861990,,VIOIFOWE36375,4.40E+15,Elvic,27039,415V,Non-MD,1-Phase,26997,,Elvic,GIFWOEFO3893519,12,30,TOES,26992,Smart meter,GGC,Maskat town,Rom,27071,25007 - 5
727861991,,VIOIFOWE36376,4.40E+15,Elvic,27040,415V,Non-MD,1-Phase,26998,,Elvic,GIFWOEFO3893519,12,30,TOES,26993,Smart meter,GGC,Maskat town,Rom,27072,25008 - 5
727861992,,VIOIFOWE36377,4.40E+15,Elvic,27041,415V,Non-MD,1-Phase,26999,,Elvic,GIFWOEFO3893519,12,30,TOES,26994,Smart meter,GGC,Maskat town,Rom,27073,25009 - 5
727861993,,VIOIFOWE36378,4.40E+15,Elvic,27042,415V,Non-MD,1-Phase,27000,,Elvic,GIFWOEFO3893519,12,30,TOES,26995,Smart meter,GGC,Maskat town,Rom,27074,25010 - 5
727861994,,VIOIFOWE36379,4.40E+15,Elvic,27043,415V,Non-MD,1-Phase,27001,,Elvic,GIFWOEFO3893519,12,30,TOES,26996,Smart meter,GGC,Maskat town,Rom,27075,25011 - 5
727861995,,VIOIFOWE36380,4.40E+15,Elvic,27044,415V,Non-MD,1-Phase,27002,,Elvic,GIFWOEFO3893519,12,30,TOES,26997,Smart meter,GGC,Maskat town,Rom,27076,25012 - 5
727861996,,VIOIFOWE36381,4.40E+15,Elvic,27045,415V,Non-MD,1-Phase,27003,,Elvic,GIFWOEFO3893519,12,30,TOES,26998,Smart meter,GGC,Maskat town,Rom,27077,25013 - 5
727861997,,VIOIFOWE36382,4.40E+15,Elvic,27046,415V,Non-MD,1-Phase,27004,,Elvic,GIFWOEFO3893519,12,30,TOES,26999,Smart meter,GGC,Maskat town,Rom,27078,25014 - 5
727861998,,VIOIFOWE36383,4.40E+15,Elvic,27047,415V,Non-MD,1-Phase,27005,,Elvic,GIFWOEFO3893519,12,30,TOES,27000,Smart meter,GGC,Maskat town,Rom,27079,25015 - 5
727861999,,VIOIFOWE36384,4.40E+15,Elvic,27048,415V,Non-MD,1-Phase,27006,,Elvic,GIFWOEFO3893519,12,30,TOES,27001,Smart meter,GGC,Maskat town,Rom,27080,25016 - 5
727862000,,VIOIFOWE36385,4.40E+15,Elvic,27049,415V,Non-MD,1-Phase,27007,,Elvic,GIFWOEFO3893519,12,30,TOES,27002,Smart meter,GGC,Maskat town,Rom,27081,25017 - 5
727862001,,VIOIFOWE36386,4.40E+15,Elvic,27050,415V,Non-MD,1-Phase,27008,,Elvic,GIFWOEFO3893519,12,30,TOES,27003,Smart meter,GGC,Maskat town,Rom,27082,25018 - 5
727862002,,VIOIFOWE36387,4.40E+15,Elvic,27051,415V,Non-MD,1-Phase,27009,,Elvic,GIFWOEFO3893519,12,30,TOES,27004,Smart meter,GGC,Maskat town,Rom,27083,25019 - 5
727862003,,VIOIFOWE36388,4.40E+15,Elvic,27052,415V,Non-MD,1-Phase,27010,,Elvic,GIFWOEFO3893519,12,30,TOES,27005,Smart meter,GGC,Maskat town,Rom,27084,25020 - 5
727862004,,VIOIFOWE36389,4.40E+15,Elvic,27053,415V,Non-MD,1-Phase,27011,,Elvic,GIFWOEFO3893519,12,30,TOES,27006,Smart meter,GGC,Maskat town,Rom,27085,25021 - 5
727862005,,VIOIFOWE36390,4.40E+15,Elvic,27054,415V,Non-MD,1-Phase,27012,,Elvic,GIFWOEFO3893519,12,30,TOES,27007,Smart meter,GGC,Maskat town,Rom,27086,25022 - 5
727862006,,VIOIFOWE36391,4.40E+15,Elvic,27055,415V,Non-MD,1-Phase,27013,,Elvic,GIFWOEFO3893519,12,30,TOES,27008,Smart meter,GGC,Maskat town,Rom,27087,25023 - 5
727862007,,VIOIFOWE36392,4.40E+15,Elvic,27056,415V,Non-MD,1-Phase,27014,,Elvic,GIFWOEFO3893519,12,30,TOES,27009,Smart meter,GGC,Maskat town,Rom,27088,25024 - 5
727862008,,VIOIFOWE36393,4.40E+15,Elvic,27057,415V,Non-MD,1-Phase,27015,,Elvic,GIFWOEFO3893519,12,30,TOES,27010,Smart meter,GGC,Maskat town,Rom,27089,25025 - 5
727862009,,VIOIFOWE36394,4.40E+15,Elvic,27058,415V,Non-MD,1-Phase,27016,,Elvic,GIFWOEFO3893519,12,30,TOES,27011,Smart meter,GGC,Maskat town,Rom,27090,25026 - 5
727862010,,VIOIFOWE36395,4.40E+15,Elvic,27059,415V,Non-MD,1-Phase,27017,,Elvic,GIFWOEFO3893519,12,30,TOES,27012,Smart meter,GGC,Maskat town,Rom,27091,25027 - 5
727862011,,VIOIFOWE36396,4.40E+15,Elvic,27060,415V,Non-MD,1-Phase,27018,,Elvic,GIFWOEFO3893519,12,30,TOES,27013,Smart meter,GGC,Maskat town,Rom,27092,25028 - 5
727862012,,VIOIFOWE36397,4.40E+15,Elvic,27061,415V,Non-MD,1-Phase,27019,,Elvic,GIFWOEFO3893519,12,30,TOES,27014,Smart meter,GGC,Maskat town,Rom,27093,25029 - 5
727862013,,VIOIFOWE36398,4.40E+15,Elvic,27062,415V,Non-MD,1-Phase,27020,,Elvic,GIFWOEFO3893519,12,30,TOES,27015,Smart meter,GGC,Maskat town,Rom,27094,25030 - 5
727862014,,VIOIFOWE36399,4.40E+15,Elvic,27063,415V,Non-MD,1-Phase,27021,,Elvic,GIFWOEFO3893519,12,30,TOES,27016,Smart meter,GGC,Maskat town,Rom,27095,25031 - 5
727862015,,VIOIFOWE36400,4.40E+15,Elvic,27064,415V,Non-MD,1-Phase,27022,,Elvic,GIFWOEFO3893519,12,30,TOES,27017,Smart meter,GGC,Maskat town,Rom,27096,25032 - 5
727862016,,VIOIFOWE36401,4.40E+15,Elvic,27065,415V,Non-MD,1-Phase,27023,,Elvic,GIFWOEFO3893519,12,30,TOES,27018,Smart meter,GGC,Maskat town,Rom,27097,25033 - 5
727862017,,VIOIFOWE36402,4.40E+15,Elvic,27066,415V,Non-MD,1-Phase,27024,,Elvic,GIFWOEFO3893519,12,30,TOES,27019,Smart meter,GGC,Maskat town,Rom,27098,25034 - 5
727862018,,VIOIFOWE36403,4.40E+15,Elvic,27067,415V,Non-MD,1-Phase,27025,,Elvic,GIFWOEFO3893519,12,30,TOES,27020,Smart meter,GGC,Maskat town,Rom,27099,25035 - 5
727862019,,VIOIFOWE36404,4.40E+15,Elvic,27068,415V,Non-MD,1-Phase,27026,,Elvic,GIFWOEFO3893519,12,30,TOES,27021,Smart meter,GGC,Maskat town,Rom,27100,25036 - 5
727862020,,VIOIFOWE36405,4.40E+15,Elvic,27069,415V,Non-MD,1-Phase,27027,,Elvic,GIFWOEFO3893519,12,30,TOES,27022,Smart meter,GGC,Maskat town,Rom,27101,25037 - 5
727862021,,VIOIFOWE36406,4.40E+15,Elvic,27070,415V,Non-MD,1-Phase,27028,,Elvic,GIFWOEFO3893519,12,30,TOES,27023,Smart meter,GGC,Maskat town,Rom,27102,25038 - 5
727862022,,VIOIFOWE36407,4.40E+15,Elvic,27071,415V,Non-MD,1-Phase,27029,,Elvic,GIFWOEFO3893519,12,30,TOES,27024,Smart meter,GGC,Maskat town,Rom,27103,25039 - 5
727862023,,VIOIFOWE36408,4.40E+15,Elvic,27072,415V,Non-MD,1-Phase,27030,,Elvic,GIFWOEFO3893519,12,30,TOES,27025,Smart meter,GGC,Maskat town,Rom,27104,25040 - 5
727862024,,VIOIFOWE36409,4.40E+15,Elvic,27073,415V,Non-MD,1-Phase,27031,,Elvic,GIFWOEFO3893519,12,30,TOES,27026,Smart meter,GGC,Maskat town,Rom,27105,25041 - 5
727862025,,VIOIFOWE36410,4.40E+15,Elvic,27074,415V,Non-MD,1-Phase,27032,,Elvic,GIFWOEFO3893519,12,30,TOES,27027,Smart meter,GGC,Maskat town,Rom,27106,25042 - 5
727862026,,VIOIFOWE36411,4.40E+15,Elvic,27075,415V,Non-MD,1-Phase,27033,,Elvic,GIFWOEFO3893519,12,30,TOES,27028,Smart meter,GGC,Maskat town,Rom,27107,25043 - 5
727862027,,VIOIFOWE36412,4.40E+15,Elvic,27076,415V,Non-MD,1-Phase,27034,,Elvic,GIFWOEFO3893519,12,30,TOES,27029,Smart meter,GGC,Maskat town,Rom,27108,25044 - 5
727862028,,VIOIFOWE36413,4.40E+15,Elvic,27077,415V,Non-MD,1-Phase,27035,,Elvic,GIFWOEFO3893519,12,30,TOES,27030,Smart meter,GGC,Maskat town,Rom,27109,25045 - 5
727862029,,VIOIFOWE36414,4.40E+15,Elvic,27078,415V,Non-MD,1-Phase,27036,,Elvic,GIFWOEFO3893519,12,30,TOES,27031,Smart meter,GGC,Maskat town,Rom,27110,25046 - 5
727862030,,VIOIFOWE36415,4.40E+15,Elvic,27079,415V,Non-MD,1-Phase,27037,,Elvic,GIFWOEFO3893519,12,30,TOES,27032,Smart meter,GGC,Maskat town,Rom,27111,25047 - 5
727862031,,VIOIFOWE36416,4.40E+15,Elvic,27080,415V,Non-MD,1-Phase,27038,,Elvic,GIFWOEFO3893519,12,30,TOES,27033,Smart meter,GGC,Maskat town,Rom,27112,25048 - 5
727862032,,VIOIFOWE36417,4.40E+15,Elvic,27081,415V,Non-MD,1-Phase,27039,,Elvic,GIFWOEFO3893519,12,30,TOES,27034,Smart meter,GGC,Maskat town,Rom,27113,25049 - 5
727862033,,VIOIFOWE36418,4.40E+15,Elvic,27082,415V,Non-MD,1-Phase,27040,,Elvic,GIFWOEFO3893519,12,30,TOES,27035,Smart meter,GGC,Maskat town,Rom,27114,25050 - 5
727862034,,VIOIFOWE36419,4.40E+15,Elvic,27083,415V,Non-MD,1-Phase,27041,,Elvic,GIFWOEFO3893519,12,30,TOES,27036,Smart meter,GGC,Maskat town,Rom,27115,25051 - 5
727862035,,VIOIFOWE36420,4.40E+15,Elvic,27084,415V,Non-MD,1-Phase,27042,,Elvic,GIFWOEFO3893519,12,30,TOES,27037,Smart meter,GGC,Maskat town,Rom,27116,25052 - 5
727862036,,VIOIFOWE36421,4.40E+15,Elvic,27085,415V,Non-MD,1-Phase,27043,,Elvic,GIFWOEFO3893519,12,30,TOES,27038,Smart meter,GGC,Maskat town,Rom,27117,25053 - 5
727862037,,VIOIFOWE36422,4.40E+15,Elvic,27086,415V,Non-MD,1-Phase,27044,,Elvic,GIFWOEFO3893519,12,30,TOES,27039,Smart meter,GGC,Maskat town,Rom,27118,25054 - 5
727862038,,VIOIFOWE36423,4.40E+15,Elvic,27087,415V,Non-MD,1-Phase,27045,,Elvic,GIFWOEFO3893519,12,30,TOES,27040,Smart meter,GGC,Maskat town,Rom,27119,25055 - 5
727862039,,VIOIFOWE36424,4.40E+15,Elvic,27088,415V,Non-MD,1-Phase,27046,,Elvic,GIFWOEFO3893519,12,30,TOES,27041,Smart meter,GGC,Maskat town,Rom,27120,25056 - 5
727862040,,VIOIFOWE36425,4.40E+15,Elvic,27089,415V,Non-MD,1-Phase,27047,,Elvic,GIFWOEFO3893519,12,30,TOES,27042,Smart meter,GGC,Maskat town,Rom,27121,25057 - 5
727862041,,VIOIFOWE36426,4.40E+15,Elvic,27090,415V,Non-MD,1-Phase,27048,,Elvic,GIFWOEFO3893519,12,30,TOES,27043,Smart meter,GGC,Maskat town,Rom,27122,25058 - 5
727862042,,VIOIFOWE36427,4.40E+15,Elvic,27091,415V,Non-MD,1-Phase,27049,,Elvic,GIFWOEFO3893519,12,30,TOES,27044,Smart meter,GGC,Maskat town,Rom,27123,25059 - 5
727862043,,VIOIFOWE36428,4.40E+15,Elvic,27092,415V,Non-MD,1-Phase,27050,,Elvic,GIFWOEFO3893519,12,30,TOES,27045,Smart meter,GGC,Maskat town,Rom,27124,25060 - 5
727862044,,VIOIFOWE36429,4.40E+15,Elvic,27093,415V,Non-MD,1-Phase,27051,,Elvic,GIFWOEFO3893519,12,30,TOES,27046,Smart meter,GGC,Maskat town,Rom,27125,25061 - 5
727862045,,VIOIFOWE36430,4.40E+15,Elvic,27094,415V,Non-MD,1-Phase,27052,,Elvic,GIFWOEFO3893519,12,30,TOES,27047,Smart meter,GGC,Maskat town,Rom,27126,25062 - 5
727862046,,VIOIFOWE36431,4.40E+15,Elvic,27095,415V,Non-MD,1-Phase,27053,,Elvic,GIFWOEFO3893519,12,30,TOES,27048,Smart meter,GGC,Maskat town,Rom,27127,25063 - 5
727862047,,VIOIFOWE36432,4.40E+15,Elvic,27096,415V,Non-MD,1-Phase,27054,,Elvic,GIFWOEFO3893519,12,30,TOES,27049,Smart meter,GGC,Maskat town,Rom,27128,25064 - 5
727862048,,VIOIFOWE36433,4.40E+15,Elvic,27097,415V,Non-MD,1-Phase,27055,,Elvic,GIFWOEFO3893519,12,30,TOES,27050,Smart meter,GGC,Maskat town,Rom,27129,25065 - 5
727862049,,VIOIFOWE36434,4.40E+15,Elvic,27098,415V,Non-MD,1-Phase,27056,,Elvic,GIFWOEFO3893519,12,30,TOES,27051,Smart meter,GGC,Maskat town,Rom,27130,25066 - 5
727862050,,VIOIFOWE36435,4.40E+15,Elvic,27099,415V,Non-MD,1-Phase,27057,,Elvic,GIFWOEFO3893519,12,30,TOES,27052,Smart meter,GGC,Maskat town,Rom,27131,25067 - 5
727862051,,VIOIFOWE36436,4.40E+15,Elvic,27100,415V,Non-MD,1-Phase,27058,,Elvic,GIFWOEFO3893519,12,30,TOES,27053,Smart meter,GGC,Maskat town,Rom,27132,25068 - 5
727862052,,VIOIFOWE36437,4.40E+15,Elvic,27101,415V,Non-MD,1-Phase,27059,,Elvic,GIFWOEFO3893519,12,30,TOES,27054,Smart meter,GGC,Maskat town,Rom,27133,25069 - 5
727862053,,VIOIFOWE36438,4.40E+15,Elvic,27102,415V,Non-MD,1-Phase,27060,,Elvic,GIFWOEFO3893519,12,30,TOES,27055,Smart meter,GGC,Maskat town,Rom,27134,25070 - 5
727862054,,VIOIFOWE36439,4.40E+15,Elvic,27103,415V,Non-MD,1-Phase,27061,,Elvic,GIFWOEFO3893519,12,30,TOES,27056,Smart meter,GGC,Maskat town,Rom,27135,25071 - 5
727862055,,VIOIFOWE36440,4.40E+15,Elvic,27104,415V,Non-MD,1-Phase,27062,,Elvic,GIFWOEFO3893519,12,30,TOES,27057,Smart meter,GGC,Maskat town,Rom,27136,25072 - 5
727862056,,VIOIFOWE36441,4.40E+15,Elvic,27105,415V,Non-MD,1-Phase,27063,,Elvic,GIFWOEFO3893519,12,30,TOES,27058,Smart meter,GGC,Maskat town,Rom,27137,25073 - 5
727862057,,VIOIFOWE36442,4.40E+15,Elvic,27106,415V,Non-MD,1-Phase,27064,,Elvic,GIFWOEFO3893519,12,30,TOES,27059,Smart meter,GGC,Maskat town,Rom,27138,25074 - 5
727862058,,VIOIFOWE36443,4.40E+15,Elvic,27107,415V,Non-MD,1-Phase,27065,,Elvic,GIFWOEFO3893519,12,30,TOES,27060,Smart meter,GGC,Maskat town,Rom,27139,25075 - 5
727862059,,VIOIFOWE36444,4.40E+15,Elvic,27108,415V,Non-MD,1-Phase,27066,,Elvic,GIFWOEFO3893519,12,30,TOES,27061,Smart meter,GGC,Maskat town,Rom,27140,25076 - 5
727862060,,VIOIFOWE36445,4.40E+15,Elvic,27109,415V,Non-MD,1-Phase,27067,,Elvic,GIFWOEFO3893519,12,30,TOES,27062,Smart meter,GGC,Maskat town,Rom,27141,25077 - 5
727862061,,VIOIFOWE36446,4.40E+15,Elvic,27110,415V,Non-MD,1-Phase,27068,,Elvic,GIFWOEFO3893519,12,30,TOES,27063,Smart meter,GGC,Maskat town,Rom,27142,25078 - 5
727862062,,VIOIFOWE36447,4.40E+15,Elvic,27111,415V,Non-MD,1-Phase,27069,,Elvic,GIFWOEFO3893519,12,30,TOES,27064,Smart meter,GGC,Maskat town,Rom,27143,25079 - 5
727862063,,VIOIFOWE36448,4.40E+15,Elvic,27112,415V,Non-MD,1-Phase,27070,,Elvic,GIFWOEFO3893519,12,30,TOES,27065,Smart meter,GGC,Maskat town,Rom,27144,25080 - 5
727862064,,VIOIFOWE36449,4.40E+15,Elvic,27113,415V,Non-MD,1-Phase,27071,,Elvic,GIFWOEFO3893519,12,30,TOES,27066,Smart meter,GGC,Maskat town,Rom,27145,25081 - 5
727862065,,VIOIFOWE36450,4.40E+15,Elvic,27114,415V,Non-MD,1-Phase,27072,,Elvic,GIFWOEFO3893519,12,30,TOES,27067,Smart meter,GGC,Maskat town,Rom,27146,25082 - 5
727862066,,VIOIFOWE36451,4.40E+15,Elvic,27115,415V,Non-MD,1-Phase,27073,,Elvic,GIFWOEFO3893519,12,30,TOES,27068,Smart meter,GGC,Maskat town,Rom,27147,25083 - 5
727862067,,VIOIFOWE36452,4.40E+15,Elvic,27116,415V,Non-MD,1-Phase,27074,,Elvic,GIFWOEFO3893519,12,30,TOES,27069,Smart meter,GGC,Maskat town,Rom,27148,25084 - 5
727862068,,VIOIFOWE36453,4.40E+15,Elvic,27117,415V,Non-MD,1-Phase,27075,,Elvic,GIFWOEFO3893519,12,30,TOES,27070,Smart meter,GGC,Maskat town,Rom,27149,25085 - 5
727862069,,VIOIFOWE36454,4.40E+15,Elvic,27118,415V,Non-MD,1-Phase,27076,,Elvic,GIFWOEFO3893519,12,30,TOES,27071,Smart meter,GGC,Maskat town,Rom,27150,25086 - 5
727862070,,VIOIFOWE36455,4.40E+15,Elvic,27119,415V,Non-MD,1-Phase,27077,,Elvic,GIFWOEFO3893519,12,30,TOES,27072,Smart meter,GGC,Maskat town,Rom,27151,25087 - 5
727862071,,VIOIFOWE36456,4.40E+15,Elvic,27120,415V,Non-MD,1-Phase,27078,,Elvic,GIFWOEFO3893519,12,30,TOES,27073,Smart meter,GGC,Maskat town,Rom,27152,25088 - 5
727862072,,VIOIFOWE36457,4.40E+15,Elvic,27121,415V,Non-MD,1-Phase,27079,,Elvic,GIFWOEFO3893519,12,30,TOES,27074,Smart meter,GGC,Maskat town,Rom,27153,25089 - 5
727862073,,VIOIFOWE36458,4.40E+15,Elvic,27122,415V,Non-MD,1-Phase,27080,,Elvic,GIFWOEFO3893519,12,30,TOES,27075,Smart meter,GGC,Maskat town,Rom,27154,25090 - 5
727862074,,VIOIFOWE36459,4.40E+15,Elvic,27123,415V,Non-MD,1-Phase,27081,,Elvic,GIFWOEFO3893519,12,30,TOES,27076,Smart meter,GGC,Maskat town,Rom,27155,25091 - 5
727862075,,VIOIFOWE36460,4.40E+15,Elvic,27124,415V,Non-MD,1-Phase,27082,,Elvic,GIFWOEFO3893519,12,30,TOES,27077,Smart meter,GGC,Maskat town,Rom,27156,25092 - 5
727862076,,VIOIFOWE36461,4.40E+15,Elvic,27125,415V,Non-MD,1-Phase,27083,,Elvic,GIFWOEFO3893519,12,30,TOES,27078,Smart meter,GGC,Maskat town,Rom,27157,25093 - 5
727862077,,VIOIFOWE36462,4.40E+15,Elvic,27126,415V,Non-MD,1-Phase,27084,,Elvic,GIFWOEFO3893519,12,30,TOES,27079,Smart meter,GGC,Maskat town,Rom,27158,25094 - 5
727862078,,VIOIFOWE36463,4.40E+15,Elvic,27127,415V,Non-MD,1-Phase,27085,,Elvic,GIFWOEFO3893519,12,30,TOES,27080,Smart meter,GGC,Maskat town,Rom,27159,25095 - 5
727862079,,VIOIFOWE36464,4.40E+15,Elvic,27128,415V,Non-MD,1-Phase,27086,,Elvic,GIFWOEFO3893519,12,30,TOES,27081,Smart meter,GGC,Maskat town,Rom,27160,25096 - 5
727862080,,VIOIFOWE36465,4.40E+15,Elvic,27129,415V,Non-MD,1-Phase,27087,,Elvic,GIFWOEFO3893519,12,30,TOES,27082,Smart meter,GGC,Maskat town,Rom,27161,25097 - 5
